"37","NY 198 both directions","Construction","2015-11-25","11:35:58","42.934200286865","-78.8775024414063"," NYSDOT - Region 5: Construction, construction on NY 198 both directions at Elmwood Avenue (Buffalo)  1 lane may be closed until 5:00 P.M. on December 31, 2016 Intermittent single lane closures on Route 198 at Elmwood. Elmwood Avenue has one travel lane in each direction longterm."
"38","US 202 northbound","Construction","2015-11-26","16:15:36","40.792670822","-74.4856657322"," NJ DOT - STMC: Construction, construction on US 202 northbound South of NJ 24/CR 510/Washington St (Morristown)  traffic shift until 11:59 P.M. on December 31, 2015"
"39","Llewelyn Rd - BIRNEY HW both directions","Roadwork","2015-09-03","14:31:41","39.876020683731","-75.4505747661831"," PennDOT District 6-0: Bridge outage on LLEWELYN RD / ASTON MILLS RD / BIRNEY HW both directions between MAPLE LN /   MOUNT RD and BODLEY RD.  All lanes closed.. [RCRS 232573]"
"40","NY 235 both directions","Construction","2015-09-11","10:47:51","42.202132520448","-75.6209832429886"," NYSDOT - Region 9: Construction on NY 235 both directions south of Harris Road (Afton)  1 lane closed with a temporary signal in place.  There is a width restriction of 12 feet.  This work will be from 7:00 am to 3:30 pm, 9/1/15 to 11/30/15.  There will be flag personnel in the work zone. D262666     IR 28447"
"41","NY 80 ","Construction","2015-10-20","14:54:18","42.934","-74.6143"," NYSDOT - Region 2: Construction, bridge work on NY 80 Village of Fort Plain; Village of Nelliston (Nelliston)  lane closure until 11:59 P.M. on December 30, 2015 temporary traffic signal"
"42","NY 17 both directions","Construction","2015-09-15","18:47:56","41.664501190185","-74.6838989257813"," NYSDOT - Region 9: Construction on NY 17 both directions between Exit 105A - NY 42 (Thompson)  and Exit 105B - NY 42 (Thompson)  alternate lanes closed ,for pavement repairs and pavingoperations. This work is from 7:00am to 7:00pm 9/16/15 thru 11/30/15. this work is weather dependent... D262960           IR# 28484"
"43","NY 180 both directions","Construction","2015-09-17","08:17:12","44.001399993896","-76.0451965332031"," NYSDOT - Region 7: Construction, bridge replacement on NY 180 both directions between NY 12F (Hounsfield)  and Water Street (Brownville)   until 11:59 P.M. on October 31, 2016 Bridge over The Black River is being replaced.  Single lane traffic is controlled by temporary signals"
"44","NY 22B both directions","Construction","2015-09-17","08:44:49","44.695","-73.5614"," NYSDOT - Region 7: Construction, bridge replacement on NY 22B both directions area of Mason Street; CR 16 (Morrisonville)   until 11:59 P.M. on November 30, 2015 The new structure is open to traffic as of 09/16/2015.  Traffic in the area will be controlled by signs and flaggers as the remainder of the project progresses."
"45","US 11 ","Construction","2015-09-17","08:47:03","44.980998992919","-73.4574966430664"," NYSDOT - Region 7: Construction, construction on US 11 at I-87 (Champlain)   until 11:59 P.M. on November 30, 2015"
"46","I-87 Northway both directions","Construction","2015-09-17","08:48:12","44.573398590087","-73.5027008056641"," NYSDOT - Region 7: Construction, bridge replacement on I-87 Northway both directions from Exit 35 - NY 442 Ramp (Peru)  to Exit 36 - NY 22 (Plattsburgh)   until 11:59 P.M. on November 30, 2016 Single lane traffic. The bridges over Little Ausable River and Salmon River are being replaced."
"47","NY 177 ","Construction","2015-09-17","12:41:39","43.869300842285","-76.015998840332"," NYSDOT - Region 7: Construction, bridge replacement on NY 177 at START ROUTE NY 177; Exit 42 - CR 66 (Adams)   until 11:59 P.M. on December 31, 2015 The bridge carrying Rt. 177 over I-81 at Adams Center is currently closed for replacement.  Traffic is being detoured."
"48","I-90 - Berkshire Connector westbound","Roadwork","2015-11-25","21:02:15","42.50424","-73.755883"," NYSTA - Statewide Ops.: Bridge maintenance operations, right lane closed on I-90 - Berkshire Connector westbound from after Exit B1 - Hudson - Rensselaer (US9 - I-90W) to before I-87 Exit 21A - Start of Berkshire Connector until 3:00 PM, 12/04/2015. [CARS NYSTA4-2897]"
"49","US 219 northbound","Construction","2015-11-12","09:52:26","42.4","-78.7006"," NYSDOT - Region 5: Construction, construction on US 219 northbound between Peters Road; Old Route 219 (Cattaraugus)  and North Cascade Drive; West Main Street; NY 39 (Concord)  right lane closed until 4:00 P.M. on September 22, 2017 Work zone is for median cross overs"
"50","NY 28 ","Construction","2015-11-16","09:41:47","43.219","-75.0572"," NYSDOT - Region 2: Construction, bridge work on NY 28 at Village of Poland line (Poland)  lane closure until 11:59 P.M. on November 30, 2016 over West Canada Creek. One-way alternating traffic controlled by a temporary signal."
"51","I-90 - Berkshire Connector eastbound","Roadwork","2015-11-25","21:01:58","42.51245","-73.783041"," NYSTA - Statewide Ops.: Road maintenance operations, right lane closed on I-90 - Berkshire Connector eastbound from after I-87 Exit 21A - Start of Berkshire Connector to before Exit B1 - Hudson - Rensselaer (US9 - I-90W) until 3:00 PM, 12/04/2015. [CARS NYSTA4-2910]"
"52","NY 12 northbound","Construction","2015-11-20","14:46:30","43.092300415039","-75.263298034668"," NYSDOT - Region 2: Construction, construction on NY 12 northbound Burrstone Road (Utica)  to Court Street (Utica)  lane closed 24/7 until July 31, 2016 specifically between Noyes Street and the NY 5A/5S bridge."
"53","US 62 both directions","Construction","2015-10-09","08:38:42","43.042598724365","-78.8246002197266"," NYSDOT - Region 5: Construction, bridge rehabilitation on US 62 both directions between Tonawanda Creek Road (Amherst)  and Shawnee Road; NY 425; Erie Avenue (North Tonawanda)  right lane closed  until 5:30 P.M. on December 31, 2015 Expect lane shifts"
"54","Robert Moses State Parkway both directions","Construction","2015-10-22","09:08:38","43.11600112915","-79.059700012207"," NYSDOT - Region 5: Construction, construction on Robert Moses State Parkway both directions between Findlay Drive; Ramp (Niagara Falls)  and Exit   - NY 104 (Lewiston)  1 lane closed until 5:30 P.M. on December 31, 2015"
"55","NY 33 eastbound","Construction","2015-10-16","11:42:25","42.925998687744","-78.8394012451172"," NYSDOT - Region 5: Construction, bridge rehabilitation on NY 33 eastbound between Fillmore Avenue (Buffalo)  and Deerfield Avenue (Buffalo)  left lane closed until 2:00 P.M. on December 31, 2015"
"56","US 6 eastbound","Construction","2015-10-16","09:53:24","41.319301605224","-74.1455993652344"," NYSDOT - Region 8: Construction, roadwork on US 6 eastbound between Exit   - US 6; NY 17 (Harriman)  and Bull Ridge Road (Harriman)  at least one lane closed  until 11:59 P.M. on December 31, 2015"
"57","NY 166 both directions","Construction","2015-11-20","12:37:40","42.821098327636","-74.7356033325195"," NYSDOT - Region 9: Construction, construction on NY 166 both directions at US 20 (Cherry Valley)  right shoulder closed for drainage improvements.  This work is from 7:00 am to 4:30 pm, 10/19/15 to 11/30/15. D262549     IR 28763"
"58","NY 5 westbound","Construction","2015-10-26","07:02:00","42.963","-76.736"," NYSDOT - Region 3: Construction, culvert repairs on NY 5 westbound area of Town of Montezuma; Town of Aurelius (Montezuma)  right shoulder closed  until 5:00 P.M. on November 27, 2015 Between NY-90 and Turnpike Rd"
"59","NY 38 both directions","Construction","2015-10-26","07:02:01","42.693500518798","-76.4208984375"," NYSDOT - Region 3: Construction, culvert repairs on NY 38 both directions area of Town of Moravia; Town of Locke Line (Locke)   until 5:00 P.M. on November 27, 2015 reduced to one lane with temporary traffic signals"
"60","NY 282 both directions","Construction","2015-10-30","06:42:32","42.022414601834","-76.3714814186096"," NYSDOT - Region 9: Construction on NY 282 both directions between S. Main Street (Nichols)  and Johnson Street (Nichols)  alternate lanes closed for installation of new sidewalks and ramps.  This work is  from 7:00 am to 3:30 pm, 10/28/15 to 11/30/15.  There will be flag personnel in the work zone.  This is weather dependent. D262932     IR 28870"
"61","NJ 37 eastbound","Long term road construction","2015-11-25","12:00:41","39.949439326","-74.115669253"," NJ DOT - TOC South: Long term road construction, longterm construction on NJ 37 eastbound approaching Mathis Bridge-Eastbound (Toms River Twp)  all lanes closed to traffic until 8:00 A.M. on May 15, 2016 All traffic shifted to Tunney Bridge"
"62","Goethals Bridge eastbound","New traffic Pattern","2015-11-19","13:40:24","40.63976","-74.203403"," Port Authority NY/NJ: New traffic Pattern on Goethals Bridge eastbound entering at New Jersey Side (Elizabeth)  traffic shift until Spring 2017."
"63","NY 28 both directions","Construction","2015-11-20","12:32:38","42.168286115401","-74.7077822685242"," NYSDOT - Region 9: Construction, construction on NY 28 both directions between New Kingston Road (Andes)  and Crescent Hill Road (Andes)  alternate lanes closed for guiderail and shoulder repair.  This work is from 7:00 am to 4:30 pm, 11/2/15 to 12/15/15.  There will be flag personnel in the work zone.  This is weather dependent. D262549     IR 28916"
"64","Gillett Rd both directions","Construction","2015-11-02","09:01:43","43.190581352116","-77.7736437320709"," NYSDOT - Region 4: Construction, bridge rehabilitation on Gillett Rd both directions over Erie Canal ( Ogden )  all lanes closed  until 9:00 A.M. on December 02, 2015"
"65","Bayonne Bridge both directions","Construction","2015-11-17","15:34:02","40.64933","-74.138733"," Port Authority NY/NJ: Construction, longterm construction on Bayonne Bridge both directions New Jersey Side (Bayonne)  to New York Side - Toll Plaza (Staten Island)  1 lane open until 11:59 P.M. on November 04, 2016 There is a 25 mile per hour speed restriction in effect."
"66","NY 79 both directions","Construction","2015-11-04","01:05:26","42.438301086425","-76.5101013183594"," NYSDOT - Region 3: Construction, construction on NY 79 both directions area of South Fulton Street; NY 13 (Ithaca)  various lane closures  until 5:00 P.M. on July 15, 2016"
"67","Pulaski Skyway northbound","Construction","2015-11-26","16:16:21","40.73359","-74.127242"," NJ DOT - STMC: Construction, construction on Pulaski Skyway northbound between US 1&9 Truck Route/Raymond Blvd (Newark)  and US 1&9 Truck Route/I-280/NJ 7 (Jersey City)  all lanes closed and detoured until further notice"
"68","CHRISTOPHER COLUMBUS BL - Oregon Av northbound","Roadwork","2015-11-04","21:25:52","39.96444027435","-75.1342586363987"," PennDOT District 6-0: Roadwork on CHRISTOPHER COLUMBUS BL / DELAWARE AV / RICHMOND ST / OREGON AV northbound between FRANKFORD AV and BERKS ST /   ARAMINGO AV.  There is a lane restriction.. [RCRS 241994]"
"69","NY 96 both directions","Construction","2015-11-05","13:14:25","42.126899719238","-76.2699966430664"," NYSDOT - Region 9: Construction on NY 96 both directions area of NY 38 (Owego)  right shoulder closed for guiderail work.  This will be done from 7:00 am to 5:00 pm, 11/5/15 to 12/31/15.  This is weather dependent. D262982     IR 28575"
"70","Harlemville Road both directions","Construction","2015-11-06","12:07:13","42.307371652","-73.6024332046509"," NYSDOT - Region 8: Construction, bridge work on Harlemville Road both directions north of Rigor Hill Road (Ghent)   until 11:59 P.M. on December 31, 2015 8T posting"
"71","NY 17 eastbound","Construction","2015-11-10","07:15:11","41.766842591741","-74.7359883785248"," NYSDOT - Region 9: Construction on NY 17 eastbound under Twin Bridge Road (Liberty)  alternate lanes closed for bridge work.  There will be a single lane on Twin Bridge Road controlled by a temporary traffic signal.  Work will be done from 7:00 am to 4:30 pm, 11/10/15 to 12/22/15.  There will be flag personnel in the work zone.  This is weather dependent. D262189     IR 29010"
"72","RFK Triborough Bridge westbound","New traffic Pattern","2015-11-20","22:57:20","40.788","-73.9287"," MTA Bridges & Tunnels: New traffic Pattern on RFK Triborough Bridge westbound ramp to Manhattan Bound (New York)  New Traffic Pattern in Affect -Manhattan-bound traffic exiting from the Robert F. Kennedy Bridge to E.125 Street, is being diverted onto a temporary ramp. Motorists may experience delays and are advised to allow extra travel time."
"73","PA 41 both directions","Roadwork","2015-11-16","15:22:44","39.892661103462","-75.9200637858891"," PennDOT District 6-0: Roadwork on PA 41 both directions between LIMESTONE RD and LINCOLN HW.  All lanes closed.. [RCRS 243322]"
"74","New Jersey Turnpike - Eastern Spur southbound","Roadwork","2015-11-19","19:47:49","40.747784577","-74.119684358"," NJ Turnpike Auth.: Roadwork, roadwork on New Jersey Turnpike - Eastern Spur southbound exiting at Interchange 15W - I-280 (Kearny)  right shoulder closed"
"75","NY 17 both directions","Roadwork","2015-11-20","07:33:31","42.032464317845","-76.3460540771484"," NYSDOT - Region 9: Roadwork on NY 17 both directions Exit 63 (Nichols)  to Broome Line (Owego)  alternate lanes closure ...There will be GUIDERAIL Work at this location...From 11-20-15... Until 11-30-15.... OPEN REACH.... ... IR# 29114"
"76","NY 12 southbound","Construction","2015-11-20","02:59:03","43.105998992919","-75.238899230957"," NYSDOT - Region 2: Construction, construction on NY 12 southbound ramp from NY 5S; NY 5A (Utica)  exit ramp closed until fall of 2015. Detour signs in place."
"77","NY 30 ","Construction","2015-11-23","00:00:50","44.216","-74.4627"," NYSDOT - Region 7: Construction, reconstruction on NY 30 Town of Altamont; Village of Tupper Lake (Tupper Lake)  to Mill Street; Start of NY 3 Overlap (Tupper Lake)   until 11:59 P.M. There may be minor delays"
"78","NY 32 both directions","Construction","2015-11-23","00:00:52","41.315898895263","-74.1340026855469"," NYSDOT - Region 8: Construction, roadwork on NY 32 both directions between Evans Drive (Monroe)  and Maranatha Lane (Monroe)  right lane closures  until 11:59 P.M. on November 27, 2015"
"79","George Washington Bridge both directions","Construction","2015-11-23","13:57:08","40.85171872755","-73.9533519744873"," Port Authority NY/NJ: Construction, construction on George Washington Bridge both directions (New York)  until 5:00 A.M. on November 30, 2015 there is a construction embargo in place"
"80","Bayonne Bridge both directions","Construction","2015-11-25","05:20:42","40.64227264884","-74.1417932510376"," Port Authority NY/NJ: Construction, construction embargo on Bayonne Bridge both directions all lanes open  until 9:00 A.M. on November 30, 2015"
"81","US 130 both directions","Construction","2015-11-25","12:03:08","39.78432957","-75.4074035283"," NJ DOT - TOC South: Construction, bridge construction on US 130 both directions South of CR 620/Center Square Rd (Oldmans Twp)  all lanes closed and detoured until 11:59 P.M. on March 01, 2016 use caution"
"82","US 1&9 northbound","Construction","2015-11-26","19:54:30","40.68745437","-74.192961474","NJ DOT - STMC: Construction, construction on US 1&9 express lanes northbound area of McClellan St (Newark)  left lane closed for repairs until 10:00 P.M."
"83","OTHER northbound","Roadwork","2015-11-25","19:37:35","41.40661","-72.491301"," ConnDOT: Chester Hadlyme Ferry CLOSED until Friday, November 27 at 7:00 am. Reported Wednesday, November 25 at 7:30 pm."
"84","US 30 both directions","Construction","2015-11-25","12:00:22","39.934146689","-75.0832822368"," NJ DOT - TOC South: Construction, construction on US 30 both directions between Airport Circle/US 130/NJ 38 (Pennsauken Twp)  and US 130/Collingswood Circle (Collingswood)  traffic shift until 11:59 P.M. on June 30th. 2016"
"85","NJ 139 Lower both directions","Construction","2015-11-26","16:15:52","40.731069327","-74.0512589849"," NJ DOT - STMC: Construction, construction on NJ 139 Lower both directions between NJ 139 Upper/Kennedy Boulevard (Jersey City)  and Tonnelle Avenue (Jersey City)  various lanes closed for repairs until 11:59 P.M. on March 29, 2016 DAILY AM and PM LANE CLOSURES"
"86","US 1&9 Truck Route northbound","Construction","2015-11-26","16:17:12","40.73411253","-74.1243805681"," NJ DOT - STMC: Construction, construction on US 1&9 Truck Route northbound ramp to New Jersey Turnpike (Newark)  ramp closed for repairs until further notice"
"87","Pulaski Skyway both directions","Construction","2015-11-26","16:16:34","40.735","-74.0849"," NJ DOT - STMC: Construction, construction on Pulaski Skyway both directions ramp to/from Broadway (Jersey City)  ramp closed and detoured until further notice"
"88","US 46 both directions","Construction","2015-11-26","16:16:50","40.854789708","-74.0428399039"," NJ DOT - STMC: Construction, construction on US 46 both directions between CR 503/Liberty St (South Hackensack Twp)  and CR 39/Teaneck Rd (Ridgefield Park)  traffic shift until 7:00 A.M. on November 30, 2015"
"89","County Route 519 both directions","Long term road construction","2015-11-20","23:00:50","40.472677327516","-75.021858215332"," TRANSCOM, Jersey City: Long term road construction, longterm construction on County Route 519 both directions at CR 651 (Kingwood Twp)  all lanes closed and detoured until further notice"
"90","I-81 both directions","Construction","2015-05-28","15:18:14","42.123100280761","-75.9060974121094"," NYSDOT - Region 9: Construction, construction on I-81 both directions between Exit 5 - US  11 (Chenango)  and Exit 3  - Broad Avenue West (Binghamton)  alternate lanes closed periodically for the duration of the project.  This is long term construction. D261771     IR #25432"
"91","NY 17 both directions","Construction","2015-05-28","15:16:50","42.116199493408","-75.9386978149414"," NYSDOT - Region 9: Construction, construction on NY 17 both directions between City of Binghamton; Town of Dickinson Line (Binghamton)  and City of Binghamton; Town of Kirkwood Line (Binghamton)  alternate lanes closed periodically for the duration of the project.  This is long term construction. D261771     IR 25432"
